id,text
705,İstanbul’dan Şanlıurfa’ya..Uçak bilet fiyatı oda sabah 6 daDiğer saatler 7 bin ₺ ve yer yok ..Bu ne rezilliktir @tssdestek
706,Sahurda #BtcTurkte hesaplarına ulaşamayanlar.. @btcturk @BtcTurkDestek
707,@demerdeth @kuveytturk @KTDestek @SiberayEGM
708,#DepremiUnutmaUnutturma depremde malatyada ağır hasar alan evimizde kardeşimin ikamet olduğu için kyk aynı şehirde kardeşime yurt hakkı vermemiş.Ne güzel işliyor sisteminiz. Ne güzel işliyor desteğiniz...@KYK_DESTEK
709,RüzgarNet'e büyük bir hata yaparak geçiş yaptım. Geçiş yaparken sürekli aradılar ücret olarak verilen fiyatla gelen fatura farkı olduğu için iptal etmek istedim. Formda varsa kiralık verilmiş modemler ibaresi olmasına rağmen ve bana Rüzgarnet tarafından bir modem verilmemesine rağmen modemlerin onlara teslim edilmesi gerektiği aksi takdirde aboneliğin iptal edilemeyeceği söyleniyor. T***'a ait modemler için mh ile görüştüm modemleri T*** ofislerine iade etmezseniz modem bedeli tarafınıza yansıtılır dediler. Modemi hakkı olan T*** istiyor. RüzgarNet modemler gelmezse abonelik iptal edilmez diyor. Bu nasıl bir sistem konuyla alakalı destek istiyorum. 
710,Rüzgar net abonesiyim ve 4 aydır genel arızadan dolayı hizmet alamıyorum. Her ay fatura ödüyorum hattımı dondurmak istiyorum fakat bu talebim yerine getirilmiyor.\n\nVerilmeyen hizmet için nasıl ücret talep edebilirsiniz diye soruyorum ama çözüm bulamıyorum. Müşteri hizmetleri ile görüşmek istediğimde ise iletişim kuramıyorum. Başka operatöre geçmek istediğimde ise hizmet numaram sistemde görünmüyor.
711,Şaka gibi internet nakil için. Aramıştım bana bir günle 10 gün arası işlem yapılacağını söylendi. Fakat. Bir ay geçti. Daha kimse gelmedi. Müşteri hizmetlerini aradım. Bana denilen şu. E beyefendi faturanız varmış o yüzden. İnternet taşımasında gecikecek. Faturanızı yatırın hemen hızlandıralım. Böyle bir saçmalık yok.
712,@BtcTurkDestek Telefon numarası değişikliği için izlemem gereken adımları rica edebilir miyim ?
713,Bizim İnternet bizi mağdur etti. İnterneti taktırdık ödemeyi yaptık. Doğrulama kodu dediler iki gün onları bekledik şimdi de interneti açmalarını bekliyoruz. Kaç gün oldu sadece interneti açacaklar. Müşteri hizmetleri sıfır ilgi hepsi birbirinden habersiz başka şeyler söylüyor. Şimdi de numaraya ulaşamıyoruz. Bu mağduriyeti ne zaman çözeceksiniz. Buradan da dönüş gelmezse doğru Tüketici Hakları'na.
714,Trendyol'dan DJI Mini 4 Pro çift batarya olacak şekilde ödemesini yaptım yalnızca tek batarya geldi. İlgili kişilerle iletişime geçtim kabul ettiler. Yedek batarya olmadığı için göndermemişler. Ben de ücretin iadesi için talep oluşturdum ancak drone'un iadesini istiyorlar. Ben drone'un iadesini istemiyorum; ödemesini yaptığım ikinci bataryanın parasının iadesini istiyorum.
715,#1şeydiyeceğim Vodafone müşteri hizmetleri twitter üzerinden hizmetimiz yok diyor. @VodafoneDestek 'e dün şikayette bulundum arayacağız dediler ama hâlâ iletişime geçmediler. Şikayet kaydım da bulunamadı. Güvenmeyin mail atın ve arayın.
716,Dünyadaki tüm irili ufakli üreticilerin çoğu üretimlerini maliyetlerin çok olmasından dolayı yaşadıkları ülke yerine genelde Çin'deYapmakta orada da fiyatına göre kaliteli yada az kaliteli ürünler yapılmaktadır bu ürünleri yapan arkadaşları tebrik ediyorum ucuza kacmamislar ürünlerini paslanmaz çelik olması sıcağı ve soğuğun hakkini vererek severek gerçekleştirmesi tesadüf değil hepinizi tebrik ederim tesekkürler...
717,08.06.2024 tarihinde hesabıma 500 lira yatırdım ancak para hesaba geçmedi bunun üzerine müşteri hizmetleriyle iletişime geçtim ve 1 ila 7 gün içerisinde yatırılacağını söylediler. Sanki küçük bir siteymiş gibi davranıyorlar. Küçük site bile 1 saatte sorunu çözüyor ama sözde Big site olan 1win 11 gündür sorunu çözemedi. Müşteri hizmetleriyle kesinlikle iletişime geçilmiyor arayan hemen kaçıyor talebiniz alınmıştır diyor ama bu site tam bir h... Kesinlikle yakın zamanda duyduğuma göre site iptal olmuş arkadaşlar Sadece para yatırma çekme yok Paranıza yazık etmeyin
718,Şifremi sıfırlamaya çalışıyorum internet bankacılığı şifresi istiyorsun onu almak için de kart şifresi istiyorsunuz beni arar mısınız @ziraatbankasi @ZiraatDestek ddd
719,Bilgilendirmeler cidden çok sağlıklı ama bu kadar kesinti insanı bıktırıyor. Ayda bir de mutlaka olması akıllara iki soru getiriyor. 1. Planlı kesinti mi? 2. Değilse aylardir sürekli böyle arızalar neden yaşanıyor? @iski_destek @IBBcozummerkezi
720,2.700 altına düşmüş piyasada..Siz de indirim yapın sizden alalım.. @EvkurOnline @EvkurDestek
721,2705 son dört hanesi olan s*** b**** adıyla şahsıma ait Denizbank Black Mastercard kredi kartı ekstreme 17.06.2024 tarihinde yansıtılmış olan 105350 TL olan yıllık kart aidat ücretinin iptalini talep ediyorum. Yasalara göre kart aidatı alımı kesinlikle yasaktır. Tüketici Kanunu 28 Mayıs 2014 31. Madde 3. Fıkra'ya göre kart çıkaran kuruluşlar tüketiciye yıllık üyelik aidatı ve benzeri isim altında ücret tahsil etmedikleri bir kredi kartı sunmak zorundadır. 4822 sayılı kanun ile değişik 4077 sayılı Tüketicinin Korunması Hakkında Kanun'un Sözleşmedeki Haksız Şartlar başlıklı 6. Maddesi gereğince bankanın almakta olduğu üyelik ücreti herhangi bir hizmet karşılığı olmadığından söz konusu sözleşme şartı önceden hazırlanmış özellikle standart sözleşmede yer alması nedeniyle içeriğine etki edilmeyip müzakere edilemediğinden haksız şarttır. Yargıtay 13. Hukuk Dairesi'nin kararına göre geriye dönük kesilen kart aidatlarının on yıl geriye dönük olarak tüketiciler tarafından alınabileceğine dair kesin hükmü bulunmaktadır. Ödenen aidatların da hukuk yoluyla iadesi alınabilmektedir. Aksi takdirde bütün yasal haklarımı kullanarak Bankalar Birliği ve Tüketici Hakem Heyeti'ne başvuracağım. Geri dönüş yapılmayıp tarafıma kart ücreti iade edilmezse bankanızla tüm işlemlerimi sonlandıracağım. Lütfen gereğini yapınız.
722,Bayramın 2. Günü otobüste kavga çıktı ve bu konuda çok rahatsız oldu millet otobüs İstanbul kalkışlı İzmit e gidiyordu otobüs şoförü ile yolcu tartıştı... Sonra bu tartışma Gebze'de sürdü. Müşteri polis memuru idi onunda hatası olabilir belki ama kavga memurun inmesi ile bitti bir de otobüs giderken şoför sigara içti. İlk defa gördüm gidin araştırın o memur ve ailesi otobüsün en arka ve bir önünde idi...
723,istanbul'un göbeğinde tam 14 saat 39 dakikadır suyumuz yok. saat 23:00'da gelecek dediniz hâlâ yok. 185'i arıyorum hattınız meşgul. siz bizimle dalga mı geçiyorsunuz? @iskignmudurlugu @iski_destek
724,Kupon onaylanıyor aradan 10 dk geçiyor sağlayıcı nedensiz iptal ediyor canlı desteğe sorduğumda bana bilgi vermiyor artık dolandırıcı konumuna geçilmiş@SetraEtkinlik @SetrabetDestek @SetraBetResmi @Setra_Etkinlik @elodia14838
725,Her sene sonu Aynı şekilde üyelik aidatı kesip sonra da belli bir süre kartı iptal etmez isem iptal ediyorsunuz..Bu kartı zaten kullanıyorum.. Bu gibi hareketlere hiç gerek yok..Üyelik aidatını İPTAL edermisiniz..@Akbank@AkbankDestek
726,Merhaba s sport Plus ağustos ayında 1 aylık üyelik yaptım ancak sonradan fark ettim eylülde ve ekimde de üye yapmışlar bugün son üyeliğin ilk günü ve iptal ücret iadesi istedim yapmadılar. Ayrıca ücret 34.99 TL'den 64.99 TL yükselmiş bunun yükseldiğine dair bir bilgide verilmedi ne saçma bir kurum çağrı merkezleri bile yok
727,Avea hayatınızı değiştirmeye devam ediyor. İkinci sürprizimize hazır mısınız?
728,2023 Aralık ayında Teknosa'dan Wiky marka çocuk saati ve Teknocell hat aldım. Ürünü alırken zaten bir sorun olacağı belliydi çünkü işlemimi neredeyse dört eleman yaptı. Sürekli biri diğerine devrediyordu. Orada 'Kampanya' adı altında bir yazı vardı; 'Çocuk saati alana ya da akıllı saat alana Teknocell 1 GB 600 dakika 30 TL' diye bu hattı aldım. İşlemler bittiğinde elemanlar sürekli değişiyordu. İşlem bitti mi diye sordum 'Tamam' dediler. Taahhüt yapıldı mı diye sordum 'Yapıldı' dediler. 1 ay sonra bana 90 lira fatura çıkardılar. Müşteri hizmetlerini aradım oradaki arkadaş 'Taahhüdünüz yok' dedi. Meğerse StarCity Teknosa'dakiler taahhüdümü yapmamış ve taahhüt yapmak için faturada şifre olduğunu da söylememişler. Şu an 4. Aydayım aldığım yerdeki elemanla görüşüyoruz ama sonuç yok. En son faturam 191 lira geldi ve o 'bedava' dedikleri hattı kapatamıyorum; kapatma bedeli olarak 400 lira istiyorlar. Satılan ürünün arkasında durulmuyor.
729,12/11/2023 tarihinde iPhone 15 telefonumun vergisini ödeyerek kayıt yaptırdım 26/12/2023 tarihinde şebe yok. Pttcell hattımı kullanamıyorum. E-devlette eşleme olmadığı gözüküyor. Müşteri hizmetlerini de aradım yardımcı olamadılar. BTK 120 yi aradım kaydımın olduğunu operatörümle iletişime geçmem gerektiği söylendi. Servis yok görünüyor hattımı kullanamıyorum lütfen yardımcı olabilir misiniz? Teşekkür ederim yardımlarınızı bekliyorum.
730,Her şeyleri yalan arkadaşlar. Cayma bedeli aktivasyon bedeli kurulum bedeli ki gelip kurmadıkları halde 399 TL'yi 3 taksitte aldılar ve faturam 200 TL sabit dediler. 5 ay sonra 369 TL'ye çıkardılar. Tamamen yalan cayma bedeli var yalan söylüyorlar. İnternet kalitesi 35 dediler 25'ten yukarı çıkmadı.
731,Merhabalar aylardır cözülmeyen arıza nedenlyle kombim arızalanmıştır ödemesini sizmi yapacaksınız acaba @iskignmudurlugu @iski_destek
732,Bugünkü şikayetim uzun yıllardır birçok dijital yayın platformunu kullanmış biri olarak Blutv'ye olacak. Blutv'yi özellikle eklediği içeriklerle çok başarılı buluyorum. Fakat en büyük eksiği bünyesinde 4K formatında içerik barındırmaması. Bu gerçekten çok önemli bir şey. Zamanla düzeltildiği ve 4K içerik çağına geçildiği takdirde birçok rakibinin önüne geçeceğini görebiliyorum. 
733,Bu Oris Telekom hiçbir çalışanın birbirinden haberi yok çok şükür sonunda iptal ettirdim ve modemin iadesi gerçekleşti kod gönderdiler ve iade ettim aradan birkaç gün sonra beni arayıp size modemi iade edip bize 600 lira para ödeyeceksiniz hayırdır ya ben sizin faturanızı ödemişim siz bana neyin faturasını çıkarıyorsunuz iadesini almıyorum hiçbir şekilde modemi nasıl iade edebilirim dediğimde modemi iade etmezseniz size 600 lira ceza gelir dediniz ben modemi iade ediyorum bize 600 lira ödeyeceksiniz modemi kullandınız diyorsunuz hayırdır ya ben iade yapıyorum modem bana geri yollanmaya çalışılıp kullandınız ödeyeceksiniz diyorsunuz bu ben ilk defa internet kullanmıyorum bu parayı ödemiyorum gereken neyse yapacağım adliyede görüşürüz kimden alabiliriz bu parayı diye milleti canından bezdiriyorsunuz bana sözleşmemin kopyasını ve ne kullandıysam internet onların bir kopyasını gönderin çünkü ben sizin tutarsızca yaptığınız zamların her şeyini çıkarttım avukatıma gösterdim onları da göstereceğim ve o parayı da ödemeyeceğim kullanılmayacak modem icat edin o zaman milleti bu şekilde aldatmaya boşa uğraşmayın bu şekilde bir para isteme şekli yok bu sorunu en kısa zamanda çözün modeminizide güle güle kullanın.
734,Boarding başlamadan havalimanında olmama rağmen kapılar kapandı denilerek uçağa alınmadım. Teşekkürler @TK_TR
735,Kokusu pek hoşuma gitmedi
736,Emniyet Genel Müdürlüğü ve Turkcell iş birliği ile hazırlanan Emre Akbaba'lı "Araçta telefon kullanma" temalı reklam filmi
737,Aralık ayında yaptığım pasaport başvurum hala basım öncesi kontrol aşamasında gözüküyor. 199'u kaç kere aradım fakat hiçbir sonuç alamadım. Dönüş yapabilir misiniz?@TCNufus@TCNufusDestek@sefikaygol
738,Yaklaşık 3 hafta önce evlerinde çıkan yangın sonucunda evleri hasar gören Ekdemir ailesinin ihtiyaçlarını karşılamak üzere Sur ve Diyarbakır Kızılay şubeleri olarak yardıma koştuk. Allah yardımcıları olsun. @Kizilay @KizilayDestek @KizilayKurumsal
739,Dokusu kumaşı gayet kaliteli severek kullanıyorum memnunum rahatlıkla tavsiye edebilirim
740,Kadıköy Sahrayıcedit Mahallesi Zeytindalı Eczanesi'ne işiniz düşmedikçe uğramayın. Tansiyon ölçtürmeye gittiğimizde pandemiden beri ölçülmediğini ve eczanelerin tansiyon ölçmediğini söylediler. Eczacılar Birliği'ne de şikayette bulunacağız.
741,@BitcicomDestek @bitcicom
742,Sevgili @arcelik @ArcelikDestek DM den çok acil bir mesaj yazdım çok geç olmadan bakabilir misiniz lütfen
743,@SetrabetDestek #bahis #denemebonusu #şampiyonlarligi 155738438Spor
744,#epicshot4glory Güvenli@TK_TR
745,Nakil işlemi tamamlandı dendi ama hattıma hala dsl sinyali verilmemişdestek bekliyorum aksi takdirde btk şikayetinde bulunacağım @TurkNetDestek
746,@BitcicomDestek #KriptoKoin #KriptoKoinHolders
747,Kuzeykent’in aydınlatması kime ait ? Evimizin önünü göremiyoruz. @mansuryavas06 @ankarabbld @enerjisadestek
748,Trafoya kedi mi kaçtı ne oldu bu ne yavaşlık ya @TurkNetDestek
749,Ürünü indirimde aldım. Fayda - Fiyat oranı açısından güzel bir ürün. Zaten pil sektöründe Duracell'in yeri bellidir. Tavsiye ederim.
750,Teknoloji dünyasına dair aradığınız her şeyi ÜCRETSİZ Avea Mobil Dergi ile ilk siz öğrenin!
751,Jiletle traş olanlar bilir. Ne kadar kayganlaştırıcı önlemler de geliştirilse jileti yüzümüze sürerken bir miktar kazıma yapar ve bir süre sonra ciltte tahrişler başlar. Traş makinalarının hem üç rotorlu hem elekli modellerini denemiş biri olarak cilt için en mükemmel ürün bu. Bir kere sıfır traş yapmıyor onu belirtmek lazım. İki günden fazla uzamış sakalları sıfıra yakın kesiyor. İki metre mesafeden sıfır traş olmuş gibi görünürsünüz. Ama sakalınız hızlı uzamıyorsa günlük traş olduğunuzda sakalı iyi tutamadığı için sıfıra yakın bir traş performansı yok. Parasını hakeden bir ürün. Tabiki cilde göre değişir ama bende tahrişe bağlı sivilcelenme tamamen bitti.
752,Sayaç okuma bugün ama son okuma 01.05.2020Lütfen bi de açıklama yaparmısınız ?@igdaskurumsal @igdasdestek
753,Abone taahhüdüm bittiği halde operatör değişimimi takiben 860 TL fatura düzenleyen Turkcell i şikayet ediyorum. Sürekli arayarak güya bilgi verme bahanesi ile yerli yersiz aramalarından ve açık olmayan yönlendirmelerinden bıkmıştık.\nİtirazım üzerine Sözde bilgi için arayacaklarını ifade ettiler. Ancak iki defa telefonumu çaldırıp yetişmeme müsaade etmeyerek kapattılar. Bu tutumundan dolayı yıllarca abonesi olduğum Turkcell kurumunu kınıyorum. Ve asla bir daha abonesi olmayıp etrafımı da uyardığımı ifade etmek isterim.
754,Merhabalar. Acaba müşteri hizmetlerinize tlf ile dünya üzerinden sizlere ulaşabilen bir canlı var mı??? @TurkNetDestek
755,Blue TV 2022 yılında sonlandırdığım TV yıllık peşin parayla üyelik yapıyordum. Her sene yeniliyordum ama iki senedir satın almadığım halde bu ay hesabımdan para çekilmiş. Üstelik üyelik aktif değilken müşteri hizmetlerini de kaç kez aradım kimseye ulaşamadım. Sürekli telesekreter konuşuyor. Aldığım güne yazıklar olsun. En kısa zamanda firmayı Tüketici Hakları'na şikayet edeceğim hakkımı bırakmayacağım.
756,@VodafoneDestek arkadaşım dalga mı geçiyorsunuz? marmaris tepe armutalan siteler ve içmelerde bodrum merkez gümbet ve bitezde internetin çektiği tek bir yer yok. istediğin adresi gir hiçbirinde çekmiyor. ingilizce fransızca falan da yazayım mı?
757,@iettdestek Yıllarca Simcity Cities: Skylines Bus Simulator oynadım ama bunları da ne olur ben anlatmayayım. İETT'sin sen büyük düşün.
758,Allah belanizi versin @toroslardestek cevap vermeyin bilinen arıza yok diyerek yeni kayit açın...ulan 15 saattir size kimse ulaşamamıştır da o nedenle haberiniz yoktur.
759,Esenyurt üvey evlat mı sabahtan beri suları kesmişlerdi yeni geldi.şimdi de elektrikleri kestiler.ey @iski_destek ey @BEDASDestek işinizi düzgün yapın.yetersiz liyakatsiz yöneticiler varsa derhal görevden alınsın @istanbulbld @TCEnerji @tcbestepe @herkesicinCHP @chp
760,Kaliteli ürün boy ve genişliği güzel. Rakiplerine göre daha sağlam gibi.
761,Geçen hafta perşembe günü Muğla Menteşe ATM sine 4450 TL param sıkıştı..ATM paranız alıkonuldu dedi ve hemen şubeden işlem kaydı oluşturdum..Diğer tüm bankalar benzer bi problemi 2 günde çözebilirken 8 gündür iade bekliyorum..Ve hiçbir muhattap bulamıyorum..@ZiraatDestek
763,@nhelvaci Merhaba talep ve görüşleriniz ilgili departmana iletilmiştir. Değerli geri bildiriminiz için teşekkür ederiz.
764,Başakşehir Belediye çalışanları ile ilgili şikayetim var. Gölet kısmında bazı yerler çok pis. Belediyede çalışan bir arkadaşa sorduğumuzda 'Ben yaprak temizlemiyorum' diyor ve karşımızda oturup sigara içiyor. Mesele yaprak değil; ben burada her gün karton sigara izmariti kola şişesi çöp poşetleri vs. temizliyorum. Bunları yapmak vatandaşın görevi ise buraya sorumlu arkadaşı gönderip karşımızda sigara içirtmeyin bir zahmet.
765,Diğer tvmde Box olan ürüne 7 yıldır sahibim. Bu ürün onun yanında o kadar yavaş ki hayatı kolaylaştırmak yerine zorlaştırıp insanın tadını kaçırıyor. En kısa zamanda box olandan alıp bunu çöpe atacağım.
766,Evet aylar önce @SuperYardim @TurkcellHizmet superonline in sebebi belli olmayan arıza için benden teknik servis ücreti talep edip onu ödedikten sonra eve gelip kablonun eskimesinden ötürü değişim yapıp faturama 150₺ daha kitleyerek beni mağdur etmesini bildirmiştim
767,Üyelik açtım bonuslarla oynar vakit geçirir çıkarım diye düşünmüştüm. Oynadıkça siteyi sevdim ve devam etme kararı aldım. Kazanç da sağladım. Şimdi çekim yapmak istiyorum ama onay sırasında kafadan sallama bir kimlik numarası vermiştim. Şu anda bilgiler uyuşmadığı için çekim yapamıyorum. Durumu anlattım ama hâlâ beklemedeyim. Ne zaman yapacağım ben bu çekimi? Ne zaman güncellenecek bu bilgiler?
768,Hesabıma teknik nedenlerden dolayı erişemiyorum ve sinirliyim şuan #btcturkdestek
769,Bu nasıl yüzde 40 indirim @pegasusdestek168 tl indirim??
770,Fotokopi kağıtlarınız Nike lisanslı ürünü mü? @GSStore @GSStoreDestek
771,markete göre çok uygun fiyata aldım sonuçta aynı ürün
772,@BitciHayran @METAPLAYio @KRlPTHOR @BitcicomDestek @arcatuluoglu dm me on tg
773,Oris Telekom internet hizmeti alıyorum. Bu akşam internetim gitti ve modemde ağ kurulumu gerekiyor. Ancak akşam 9'dan sonra çağrı merkezi çalışmadığı için mobil veriyi kullanmak zorunda kaldım. Ayrıca internet sitesinde yer alan WhatsApp aracılığıyla iletişim kurmak istediğimde böyle bir kullanıcı hesabı bulunamamaktadır. Bu ne biçim bir hizmet anlayışı?
774,💬Size nasıl yardımcı olabiliriz?@BtcTurkDestek Ekibi'ne Canlı Destek bağlantısından ulaşabilir tüm soru talep ve önerilerinizi bize anında iletebilirsiniz.#bitcointurkiye
775,Millenicom'da 5407780 numaralı aboneliğime ait Hizmet numaramı öğrenmek istiyorum fakat ne faturamda yazıyor ne de online işlemde yazıyor. Müşteri hizmetleri arıyorsunuz tele sekreteri otomatiğe bağlamışlar neye basarsanız basın habire kısa bilgilendirme yapacağız deyip 5dk durmadan konuşuyor biter bitmez bir daha aynı konuşmayı yapıyor. Menüde ilerleyemiyorsunuz. E devlette sabit hat sorgulama yazıp bakıyorum orada da yazmıyor. Başka firmaya geçiş yapmayalım diye elinizden geleni yapmışsınız. Yardımcı olursanız sevinirim
776,allah belanızı versin. Bi pazar yarış keyfim vardı... içine sıçtınız! @ayedasdestek
777,@bitcicom @BitcicomDestek Sayın yetkililer tokenlarımızdaki  yatırımcı hareketliliği pozitif anlamda tahtalarımıza yansıdı ancak sürekli yavaşlama ve donma sözkonusu dolayısıyla hacimlere negatif etkisi sözkunusudur.Problemin ivedilikle çözülmesini rica ediyoruz. @onuraltantan
778,Yarın Fenerbahçe'nin maçı saat 21:00'de başlıyor Beşiktaş'ın maçı ise saat 20:00'de başlıyor. İkisi de aynı kanalda S Sport Plus'ta yayınlanıyor. Yani yarın Fenerbahçe'nin maçı 1 saat sonra başlayacak Beşiktaş'ın ise 1 saat önce.
779,En kötü servis sağlayıcı en kötü hız ben hayatımda bu kadar saçma bir internet hizmeti görmedim. \n\nLnt olsun aldığım güne her hafta sonu arıza var diye interneti kesiyorlar hafta sonu en çok kullanacağım zaman kullanamıyorum. Bir daha asla uzatmam
780,Pttcell taahhüdümün bitmesine yakın Türk Telekom online işlemler uygulamasında gördüğüm 25gb internet+1000 dakika+1000 SMS paketini 169 TL'ye 12 ay taahhütlü geçişi onayladım. Bir ay sonra ise 523 TL fatura geldi. Seçtiğim paketin 169 TL olduğunu geçiş yaptığım gün müşteri hizmetlerini arayarak teyit de ettirmiştim ama şu an paketin fiyatını 169 liraya sunduklarını kabul etmiyorlar benim geçiş yaptığım gün paketin fiyatının güncellendiğini söylüyorlar. Bir de 12 ay taahhüt olunca cayma bedeli çıkacak bir sürü. Bir daha asla tercih edeceğim bir operatör değil. Hatalarını düzeltmelerini istiyorum.
781,Pantolon ihtiyacımı uygun kalıp seçenekleri sunduğu için genel olarak Mavi tercih ederim. Siyah benim en çok tercih ettiğim renk. 3 ay önce online mağazadan aynı renk modelden 2 adet kot aldım (Sipariş No: EOH4572229). Mağazadan da bir adet gömlek aldım (Fatura No: NMM2024000002611). Uzun zamandır aldığım ürün 2 veya 3 ay içinde renk solması kendini salma sorunlarıyla giyilmez bir hal alıyor. Verdiğim ücret kazancıma göre az bir ücret değil. Karşılığını alamamak beni üzüyor. Mavi kalitesi bu şekilde olmamalı. Bu sürdürülebilir bir durum değil. Bir çözüm şart.
782,Değerli Turkcell Müşteri Hizmetleri \n\nBen Turkcell müşteriniz olarak hattıma 450 ₺ yükleyerek 50 GB Faturasız Hotspot paketini satın aldım ve bu paketi kullanmaya başladım. Bu süre zarfında hattımla asla doğrudan internete giriş yapmadım sadece paket internetimi başka bir cihazla paylaşmak amacıyla kullandım.\n\nAncak hattımda kalan 80 ₺’nin \
783,Çin işkencesi de neymiş @TTNETdestek @TTNETAS @TTDestek #ttnetvarken.
784,Sayın @AJ_Destek @AJET_TR Sabiha Gökçen havalimanından Hataya dönüş uçağınızı neden saat sabah 05.05 grçeye koydunuz ? Nasıl yetişmemizi düşünüyorsunuz! Hatay’dan İstanbul’a gelirken 4 saat rötar yaptığınızı unutmadınız inşallah. Bana bi açıklama borçlusunuz.
785,3 ay önce @Turkcell'e Superonline internet için taahhütname vermiştim. Yeniden onları tercih ettiğim için bana hediye olarak ücretsiz 24 aylığına TV+ hediye etmişlerdi. Açıkçası ilk başta cihaz hiç işime yaramaz diyordum ama şu anda çok işime yarıyor. İyi ki almışım 😃
786,Neden Orijinal apple ürünü göndermiyorsunuz?
787,Fakir Inavator 7269 süpürgenin boruyu tutan kilit mandalının köşesi kırıldığı için tutmuyor. Ayrıca bataryası çabuk bitiyor. Bataryasını da almak istiyorum ama hiçbir yerde yok. Fakir ürünlerini seviyorum ama nasıl bulabilirim bilmiyorum. Ayrıca böyle büyük bir firmaya da yakışmıyor.
788,Ssport Plus ücret ödeyip abonelik alıyoruz kaçak yayınlar donmuyor fakat ücretli üyelik olan uygulama donuyor. Yayın çok geriden geliyor ve ses görüntü Senkronize değil bariz şekilde hissettiriyor. Ayrıca görüntü kalitesi çok düşük sürekli ekranda renk değişimi var rezalet bir durum. Bu konuyla acil ilgilenip çözülmesi gerekli. Boş izliyoruz çok çok kötü bir durum.
789,İki gündür bütün planlarımı aksatıyorum. Doğum günü siparişi için ayırdığım parayı da veremiyorum. Hiçbir bankadan para çekemiyorum ve asla müşteri hizmetlerine ulaşamıyorum. Bir tane yapay zeka botu koymuşlar 'bağlıyorum' diyor. Sabaha kadar 'bağlıyorum' mesajıyla bakışıyoruz.
790,20.06.2024 tarihinde Isparta Petrol Turizm ile Konya'dan Isparta'ya 13.00 seferi ile yolcum yolculuk gerçekleştirecekti. Biniş durağı aynı günün sabahı saat 10.20'de Isparta Petrol Turizm Konya otogar şubesini aranarak Meram Tıp Fakültesi'nin önü olarak değiştirildi. (Yol güzergahında olan Meram Tıp Fakültesi önünden indirme ve bindirme işlemi yapılmaktadır.) Yolcum Melisa Arıcı daha önceki gittiği zaman da bindiği yerde beklerken Isparta Petrol Turizm otogar şubesindeki çalışan arkadaş arayarak her zaman bindiği yerin durak olmadığını geriye doğru yürüyerek durağa gelmesini istemiştir. Daha sonrasında yolcum Melisa Arıcı valizlerinin ağır olduğunu 5 dakika müsaade isteyerek araçla dönüp geleceğini iletmiştir. Sonrasında Isparta Petrol Turizm Konya otogar şubesinde çalışan kişi elinizi kaldırın diyerek orada olmadığı halde ve otobüs şoförü ve muavini dururken kendisi otogardan durumu yönetmeye çalışmıştır ve benim yolcum Melisa Arıcı'ya ''Eğer böyle yaparsanız sizi almadan bırakır gideriz.'' gibi tehditvari konuşmalar gerçekleştirmiştir. Otogar şubesindeki kişi bu tehditvari konuşmasından sonuna kadar şikayetçiyim. 0530********53 numaralı telefondan 0531********42 numaralı telefonlar arasında iletişim gerçekleşmiştir. Gereğinin yapılmasını talep ederim.
791,@CsiMamak @Koctas @KoctasDestek Yok madem öyle almam aldırmam da. Tüketici hakkı denilen birsey var.
792,034JY2899 plakalı aracın Trafik poliçesi 05/07/2024'de sona erecektir. Kanun gereği poliçenizi yenilemek için sigortacınıza başvurmalısınız. Güvence hesabı B018 Güvence Hesabı 018 tarafından tarafıma mesaj gelmiştir. Bu plakayla ve sigortasıyla bir ilgim ve alakam yoktur. Doğacak herhangi bir hukuki durumdan sorumlu değilim. Yanlış numara veren kişinin araştırılmasını ve gerekenin yapılmasını talep ediyorum.
793,@IsBankasiDestek @isbankasi @IsBankasiDestek
794,Türk Telekom olarak sizlere destek vermek için Twitter'dayız. @TTDestek yazarak bize ulaşabilirsiniz.
795,Payfixte hiçbir banka hesabından para çekemiyorum. Her bankada geçici süreliğine kullanılamıyor başka banka deneyin diyor ama sorun bankalar değil ne zaman çözülür. Yaklaşık iki gündür bu sorun var paramı çekmek istiyorum fakat bütün banka hesaplarıma çekemiyorum hiçbir bankadan çekemiyorum ilgilenirseniz sevinirim
796,Media Markt'a internet üzerinden verdiğim siparişi iptal etmeme rağmen ve telefonda müşteri temsilcisinin beni iptal edildi olarak bilgilendirmesine rağmen siparişimi iptal etmemişler. Ve bunun yüzünden 65 bin lira kredi kartı ödeyeceğim. Böyle bir şey olamaz. Bana \
797,@LSbtob @araskargo @SuratKargoTR @YurticiKargo @mngkargo @yurticicalisan @YurticiDestek @ArasKargoDESTEK
798,Ajet geri bildirim merkezine 17/05/2024 tarihinde yaptığımız VF-18388 numaralı talebim 1 aydır geri dönüş yapılmadı. Haftaya pazartesi uçuş olacak ilgilenirseniz çok sevinirim. @AJET_TR @AJ_Destek
799,@SetrabetDestek Sertbayan Frespin
